Date_Time (LST/LDT), Event, Speed (knots)
2024-12-18 09:18 AM, ebb,-6.2
2024-12-18 12:24 PM, slack,-
2024-12-18 02:48 PM, flood,3.3
2024-12-18 05:18 PM, slack,-
2024-12-18 08:12 PM, ebb,-6.0
2024-12-19 12:00 AM, slack,-
2024-12-19 03:12 AM, flood,5.4
2024-12-19 06:30 AM, slack,-
2024-12-19 09:54 AM, ebb,-5.8
2024-12-19 01:12 PM, slack,-
2024-12-19 03:30 PM, flood,2.9
2024-12-19 06:18 PM, slack,-
2024-12-19 09:00 PM, ebb,-5.0
2024-12-20 12:48 AM, slack,-
2024-12-20 03:42 AM, flood,4.5
2024-12-20 07:06 AM, slack,-
2024-12-20 10:24 AM, ebb,-5.2
2024-12-20 02:00 PM, slack,-
2024-12-20 04:18 PM, flood,2.6
2024-12-20 07:12 PM, slack,-
2024-12-20 09:48 PM, ebb,-4.1
2024-12-21 01:42 AM, slack,-
2024-12-21 04:18 AM, flood,3.5
2024-12-21 07:48 AM, slack,-
2024-12-21 10:48 AM, ebb,-4.6
2024-12-21 02:42 PM, slack,-
2024-12-21 05:12 PM, flood,2.4
2024-12-21 08:12 PM, slack,-
2024-12-21 10:48 PM, ebb,-3.3
2024-12-22 02:42 AM, slack,-
2024-12-22 05:06 AM, flood,2.8
2024-12-22 08:30 AM, slack,-
2024-12-22 11:24 AM, ebb,-4.2
2024-12-22 03:30 PM, slack,-
2024-12-22 06:54 PM, flood,2.2
2024-12-22 09:12 PM, slack,-
2024-12-23 01:06 AM, ebb,-3.2
2024-12-23 03:48 AM, slack,-
2024-12-23 06:12 AM, flood,2.5
2024-12-23 09:18 AM, slack,-
2024-12-23 12:12 PM, ebb,-4.1
2024-12-23 04:18 PM, slack,-
2024-12-23 08:00 PM, flood,2.3
2024-12-23 10:18 PM, slack,-
2024-12-24 02:12 AM, ebb,-3.4
2024-12-24 04:48 AM, slack,-
2024-12-24 07:06 AM, flood,2.6
2024-12-24 10:06 AM, slack,-
2024-12-24 01:00 PM, ebb,-4.4
2024-12-24 05:12 PM, slack,-
2024-12-24 09:06 PM, flood,2.6
2024-12-24 11:12 PM, slack,-
2024-12-25 03:06 AM, ebb,-3.8
2024-12-25 05:36 AM, slack,-
2024-12-25 08:06 AM, flood,3.0
2024-12-25 11:00 AM, slack,-
2024-12-25 01:48 PM, ebb,-4.9
2024-12-25 05:54 PM, slack,-
2024-12-25 09:54 PM, flood,3.2
2024-12-26 12:06 AM, slack,-
2024-12-26 03:54 AM, ebb,-4.2
2024-12-26 06:24 AM, slack,-
2024-12-26 08:54 AM, flood,3.4
2024-12-26 11:42 AM, slack,-
2024-12-26 02:30 PM, ebb,-5.7
2024-12-26 06:36 PM, slack,-
2024-12-26 10:24 PM, flood,3.9
2024-12-27 12:54 AM, slack,-
2024-12-27 04:30 AM, ebb,-4.6
2024-12-27 07:12 AM, slack,-
2024-12-27 09:42 AM, flood,3.8
2024-12-27 12:24 PM, slack,-
2024-12-27 03:12 PM, ebb,-6.5
2024-12-27 07:12 PM, slack,-
2024-12-27 10:36 PM, flood,4.7
2024-12-28 01:42 AM, slack,-
2024-12-28 05:06 AM, ebb,-4.9
2024-12-28 08:00 AM, slack,-
2024-12-28 10:24 AM, flood,3.9
2024-12-28 01:00 PM, slack,-
2024-12-28 03:54 PM, ebb,-7.2
2024-12-28 07:48 PM, slack,-
2024-12-28 10:54 PM, flood,5.6
2024-12-29 02:30 AM, slack,-
2024-12-29 05:42 AM, ebb,-5.1
2024-12-29 08:54 AM, slack,-
2024-12-29 11:00 AM, flood,3.7
2024-12-29 01:36 PM, slack,-
2024-12-29 04:36 PM, ebb,-7.6
2024-12-29 08:24 PM, slack,-
2024-12-29 11:24 PM, flood,6.4
2024-12-30 03:12 AM, slack,-
2024-12-30 06:18 AM, ebb,-5.4
2024-12-30 09:42 AM, slack,-
2024-12-30 11:48 AM, flood,3.4
2024-12-30 02:18 PM, slack,-
2024-12-30 05:18 PM, ebb,-7.7
2024-12-30 09:00 PM, slack,-
2024-12-31 12:00 AM, flood,6.9
2024-12-31 03:54 AM, slack,-
2024-12-31 06:54 AM, ebb,-5.7
2024-12-31 10:30 AM, slack,-
2024-12-31 12:30 PM, flood,3.2
2024-12-31 03:06 PM, slack,-
2024-12-31 06:06 PM, ebb,-7.5
2024-12-31 09:42 PM, slack,-
