,Dive_Site,Date,Day_of_Week,Time,Event,Current_Speed_(knots),Height (cm),Height (ft),Current_Station_Name,Current_Station_ID,Tide_Station_Name,Tide_Station_ID,Latitude,Longitude,Moon Illuminated
772,Alki,1/18/24,Thursday,15:24:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1634,,,47.5887069,-122.3800092,0.52
773,Alki,1/18/24,Thursday,17:14:00,Low,,44,1.44,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.52
774,Alki,1/18/24,Thursday,19:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1635,,,47.5887069,-122.3800092,0.52
775,Alki,1/18/24,Thursday,21:54:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1636,,,47.5887069,-122.3800092,0.52
808,Alki,1/19/24,Friday,0:06:00,High,,263,8.63,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.63
809,Alki,1/19/24,Friday,1:30:00, slack,0,,,HARBOR ISLAND WEST,PUG1637,,,47.5887069,-122.3800092,0.63
810,Alki,1/19/24,Friday,3:30:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1638,,,47.5887069,-122.3800092,0.63
811,Alki,1/19/24,Friday,4:39:00,Low,,197,6.45,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.63
812,Alki,1/19/24,Friday,5:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1639,,,47.5887069,-122.3800092,0.63
813,Alki,1/19/24,Friday,8:24:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1640,,,47.5887069,-122.3800092,0.63
814,Alki,1/19/24,Friday,10:47:00,High,,370,12.13,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.63
815,Alki,1/19/24,Friday,11:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1641,,,47.5887069,-122.3800092,0.63
816,Alki,1/19/24,Friday,16:18:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG1642,,,47.5887069,-122.3800092,0.63
817,Alki,1/19/24,Friday,18:12:00,Low,,13,0.43,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.63
818,Alki,1/19/24,Friday,20:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1643,,,47.5887069,-122.3800092,0.63
819,Alki,1/19/24,Friday,22:36:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1644,,,47.5887069,-122.3800092,0.63
854,Alki,1/20/24,Saturday,2:03:00,High,,292,9.58,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.73
855,Alki,1/20/24,Saturday,3:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1645,,,47.5887069,-122.3800092,0.73
856,Alki,1/20/24,Saturday,4:30:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG1646,,,47.5887069,-122.3800092,0.73
857,Alki,1/20/24,Saturday,6:09:00,Low,,242,7.94,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.73
858,Alki,1/20/24,Saturday,6:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1647,,,47.5887069,-122.3800092,0.73
859,Alki,1/20/24,Saturday,9:12:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1648,,,47.5887069,-122.3800092,0.73
860,Alki,1/20/24,Saturday,11:34:00,High,,354,11.61,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.73
861,Alki,1/20/24,Saturday,11:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1649,,,47.5887069,-122.3800092,0.73
862,Alki,1/20/24,Saturday,17:12:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG1650,,,47.5887069,-122.3800092,0.73
863,Alki,1/20/24,Saturday,19:08:00,Low,,-11,-0.36,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.73
864,Alki,1/20/24,Saturday,21:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1651,,,47.5887069,-122.3800092,0.73
865,Alki,1/20/24,Saturday,23:12:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1652,,,47.5887069,-122.3800092,0.73
901,Alki,1/21/24,Sunday,3:23:00,High,,328,10.75,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
902,Alki,1/21/24,Sunday,4:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1653,,,47.5887069,-122.3800092,0.82
903,Alki,1/21/24,Sunday,5:24:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG1654,,,47.5887069,-122.3800092,0.82
904,Alki,1/21/24,Sunday,7:18:00, slack,0,,,HARBOR ISLAND WEST,PUG1655,,,47.5887069,-122.3800092,0.82
905,Alki,1/21/24,Sunday,7:51:00,Low,,261,8.56,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
906,Alki,1/21/24,Sunday,9:48:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1656,,,47.5887069,-122.3800092,0.82
907,Alki,1/21/24,Sunday,12:18:00, slack,0,,,HARBOR ISLAND WEST,PUG1657,,,47.5887069,-122.3800092,0.82
908,Alki,1/21/24,Sunday,12:26:00,High,,339,11.11,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
909,Alki,1/21/24,Sunday,18:06:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG1658,,,47.5887069,-122.3800092,0.82
910,Alki,1/21/24,Sunday,19:59:00,Low,,-28,-0.91,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
911,Alki,1/21/24,Sunday,21:48:00, slack,0,,,HARBOR ISLAND WEST,PUG1659,,,47.5887069,-122.3800092,0.82
912,Alki,1/21/24,Sunday,23:54:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1660,,,47.5887069,-122.3800092,0.82
948,Alki,1/22/24,Monday,4:17:00,High,,355,11.64,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
949,Alki,1/22/24,Monday,4:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1661,,,47.5887069,-122.3800092,0.89
950,Alki,1/22/24,Monday,6:24:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG1662,,,47.5887069,-122.3800092,0.89
951,Alki,1/22/24,Monday,8:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1663,,,47.5887069,-122.3800092,0.89
952,Alki,1/22/24,Monday,9:11:00,Low,,260,8.52,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
953,Alki,1/22/24,Monday,13:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1664,,,47.5887069,-122.3800092,0.89
954,Alki,1/22/24,Monday,13:21:00,High,,327,10.72,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
955,Alki,1/22/24,Monday,18:54:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG1665,,,47.5887069,-122.3800092,0.89
956,Alki,1/22/24,Monday,20:46:00,Low,,-37,-1.22,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
957,Alki,1/22/24,Monday,22:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1666,,,47.5887069,-122.3800092,0.89
994,Alki,1/23/24,Tuesday,0:30:00, flood,0.3,,,HARBOR ISLAND WEST,PUG1667,,,47.5887069,-122.3800092,0.94
995,Alki,1/23/24,Tuesday,5:00:00,High,,370,12.14,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
996,Alki,1/23/24,Tuesday,5:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1668,,,47.5887069,-122.3800092,0.94
997,Alki,1/23/24,Tuesday,7:12:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG1669,,,47.5887069,-122.3800092,0.94
998,Alki,1/23/24,Tuesday,9:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1670,,,47.5887069,-122.3800092,0.94
999,Alki,1/23/24,Tuesday,10:09:00,Low,,250,8.21,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1000,Alki,1/23/24,Tuesday,14:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1671,,,47.5887069,-122.3800092,0.94
1001,Alki,1/23/24,Tuesday,14:14:00,High,,319,10.46,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1002,Alki,1/23/24,Tuesday,19:42:00, ebb,-0.7,,,HARBOR ISLAND WEST,PUG1672,,,47.5887069,-122.3800092,0.94
1003,Alki,1/23/24,Tuesday,21:29:00,Low,,-41,-1.34,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1004,Alki,1/23/24,Tuesday,23:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1673,,,47.5887069,-122.3800092,0.94
1039,Alki,1/24/24,Wednesday,1:12:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1674,,,47.5887069,-122.3800092,0.98
1040,Alki,1/24/24,Wednesday,5:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1675,,,47.5887069,-122.3800092,0.98
1041,Alki,1/24/24,Wednesday,5:35:00,High,,375,12.3,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1042,Alki,1/24/24,Wednesday,7:42:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1676,,,47.5887069,-122.3800092,0.98
1043,Alki,1/24/24,Wednesday,10:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1677,,,47.5887069,-122.3800092,0.98
1044,Alki,1/24/24,Wednesday,10:53:00,Low,,239,7.83,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1045,Alki,1/24/24,Wednesday,14:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1678,,,47.5887069,-122.3800092,0.98
1046,Alki,1/24/24,Wednesday,15:04:00,High,,314,10.3,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1047,Alki,1/24/24,Wednesday,20:24:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1679,,,47.5887069,-122.3800092,0.98
1048,Alki,1/24/24,Wednesday,22:09:00,Low,,-40,-1.31,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1049,Alki,1/24/24,Wednesday,23:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1680,,,47.5887069,-122.3800092,0.98
1086,Alki,1/25/24,Thursday,1:54:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1681,,,47.5887069,-122.3800092,1
1087,Alki,1/25/24,Thursday,4:48:00, slack,0,,,HARBOR ISLAND WEST,PUG1682,,,47.5887069,-122.3800092,1
1088,Alki,1/25/24,Thursday,6:05:00,High,,373,12.25,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1089,Alki,1/25/24,Thursday,8:18:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1683,,,47.5887069,-122.3800092,1
1090,Alki,1/25/24,Thursday,10:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1684,,,47.5887069,-122.3800092,1
1091,Alki,1/25/24,Thursday,11:30:00,Low,,227,7.44,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1092,Alki,1/25/24,Thursday,15:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1685,,,47.5887069,-122.3800092,1
1093,Alki,1/25/24,Thursday,15:50:00,High,,310,10.17,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1094,Alki,1/25/24,Thursday,21:12:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1686,,,47.5887069,-122.3800092,1
1095,Alki,1/25/24,Thursday,22:47:00,Low,,-35,-1.14,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1132,Alki,1/26/24,Friday,0:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1687,,,47.5887069,-122.3800092,1
1133,Alki,1/26/24,Friday,2:36:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1688,,,47.5887069,-122.3800092,1
1134,Alki,1/26/24,Friday,5:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1689,,,47.5887069,-122.3800092,1
1135,Alki,1/26/24,Friday,6:30:00,High,,369,12.12,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1136,Alki,1/26/24,Friday,9:00:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1690,,,47.5887069,-122.3800092,1
1137,Alki,1/26/24,Friday,11:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1691,,,47.5887069,-122.3800092,1
1138,Alki,1/26/24,Friday,12:02:00,Low,,213,7,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1139,Alki,1/26/24,Friday,13:12:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1692,,,47.5887069,-122.3800092,1
1140,Alki,1/26/24,Friday,16:30:00, slack,0,,,HARBOR ISLAND WEST,PUG1693,,,47.5887069,-122.3800092,1
1141,Alki,1/26/24,Friday,16:33:00,High,,305,10.01,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1142,Alki,1/26/24,Friday,22:00:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1694,,,47.5887069,-122.3800092,1
1143,Alki,1/26/24,Friday,23:22:00,Low,,-25,-0.81,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,1
1178,Alki,1/27/24,Saturday,1:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1695,,,47.5887069,-122.3800092,0.98
1179,Alki,1/27/24,Saturday,3:18:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1696,,,47.5887069,-122.3800092,0.98
1180,Alki,1/27/24,Saturday,6:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1697,,,47.5887069,-122.3800092,0.98
1181,Alki,1/27/24,Saturday,6:50:00,High,,367,12.03,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1182,Alki,1/27/24,Saturday,9:48:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1698,,,47.5887069,-122.3800092,0.98
1183,Alki,1/27/24,Saturday,11:48:00, slack,0,,,HARBOR ISLAND WEST,PUG1699,,,47.5887069,-122.3800092,0.98
1184,Alki,1/27/24,Saturday,12:34:00,Low,,198,6.49,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1185,Alki,1/27/24,Saturday,13:42:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1700,,,47.5887069,-122.3800092,0.98
1186,Alki,1/27/24,Saturday,17:16:00,High,,298,9.79,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1187,Alki,1/27/24,Saturday,17:18:00, slack,0,,,HARBOR ISLAND WEST,PUG1701,,,47.5887069,-122.3800092,0.98
1188,Alki,1/27/24,Saturday,22:42:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1702,,,47.5887069,-122.3800092,0.98
1189,Alki,1/27/24,Saturday,23:57:00,Low,,-9,-0.28,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.98
1224,Alki,1/28/24,Sunday,2:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1703,,,47.5887069,-122.3800092,0.94
1225,Alki,1/28/24,Sunday,4:18:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1704,,,47.5887069,-122.3800092,0.94
1226,Alki,1/28/24,Sunday,6:48:00, slack,0,,,HARBOR ISLAND WEST,PUG1705,,,47.5887069,-122.3800092,0.94
1227,Alki,1/28/24,Sunday,7:11:00,High,,366,12,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1228,Alki,1/28/24,Sunday,10:36:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1706,,,47.5887069,-122.3800092,0.94
1229,Alki,1/28/24,Sunday,12:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1707,,,47.5887069,-122.3800092,0.94
1230,Alki,1/28/24,Sunday,13:06:00,Low,,179,5.88,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1231,Alki,1/28/24,Sunday,14:06:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1708,,,47.5887069,-122.3800092,0.94
1232,Alki,1/28/24,Sunday,18:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1709,,,47.5887069,-122.3800092,0.94
1233,Alki,1/28/24,Sunday,18:01:00,High,,289,9.48,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.94
1234,Alki,1/28/24,Sunday,23:24:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG1710,,,47.5887069,-122.3800092,0.94
1271,Alki,1/29/24,Monday,0:30:00,Low,,16,0.51,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
1272,Alki,1/29/24,Monday,2:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1711,,,47.5887069,-122.3800092,0.89
1273,Alki,1/29/24,Monday,5:06:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1712,,,47.5887069,-122.3800092,0.89
1274,Alki,1/29/24,Monday,7:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1713,,,47.5887069,-122.3800092,0.89
1275,Alki,1/29/24,Monday,7:33:00,High,,366,12,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
1276,Alki,1/29/24,Monday,11:18:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1714,,,47.5887069,-122.3800092,0.89
1277,Alki,1/29/24,Monday,13:30:00, slack,0,,,HARBOR ISLAND WEST,PUG1715,,,47.5887069,-122.3800092,0.89
1278,Alki,1/29/24,Monday,13:40:00,Low,,158,5.17,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
1279,Alki,1/29/24,Monday,14:54:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1716,,,47.5887069,-122.3800092,0.89
1280,Alki,1/29/24,Monday,18:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1717,,,47.5887069,-122.3800092,0.89
1281,Alki,1/29/24,Monday,18:49:00,High,,277,9.1,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.89
1316,Alki,1/30/24,Tuesday,0:00:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG1718,,,47.5887069,-122.3800092,0.82
1317,Alki,1/30/24,Tuesday,1:04:00,Low,,48,1.57,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
1318,Alki,1/30/24,Tuesday,3:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1719,,,47.5887069,-122.3800092,0.82
1319,Alki,1/30/24,Tuesday,5:36:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1720,,,47.5887069,-122.3800092,0.82
1320,Alki,1/30/24,Tuesday,7:57:00,High,,365,11.96,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
1321,Alki,1/30/24,Tuesday,8:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1721,,,47.5887069,-122.3800092,0.82
1322,Alki,1/30/24,Tuesday,12:00:00, ebb,-0.3,,,HARBOR ISLAND WEST,PUG1722,,,47.5887069,-122.3800092,0.82
1323,Alki,1/30/24,Tuesday,14:17:00,Low,,134,4.4,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
1324,Alki,1/30/24,Tuesday,14:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1723,,,47.5887069,-122.3800092,0.82
1325,Alki,1/30/24,Tuesday,19:30:00, slack,0,,,HARBOR ISLAND WEST,PUG1724,,,47.5887069,-122.3800092,0.82
1326,Alki,1/30/24,Tuesday,19:42:00,High,,265,8.7,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.82
1362,Alki,1/31/24,Wednesday,0:36:00, ebb,-0.3,,,HARBOR ISLAND WEST,PUG1725,,,47.5887069,-122.3800092,0.74
1363,Alki,1/31/24,Wednesday,1:37:00,Low,,88,2.89,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.74
1364,Alki,1/31/24,Wednesday,3:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1726,,,47.5887069,-122.3800092,0.74
1365,Alki,1/31/24,Wednesday,5:48:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1727,,,47.5887069,-122.3800092,0.74
1366,Alki,1/31/24,Wednesday,8:23:00,High,,360,11.82,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.74
1367,Alki,1/31/24,Wednesday,8:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1728,,,47.5887069,-122.3800092,0.74
1368,Alki,1/31/24,Wednesday,12:54:00, ebb,-0.4,,,HARBOR ISLAND WEST,PUG1729,,,47.5887069,-122.3800092,0.74
1369,Alki,1/31/24,Wednesday,14:58:00,Low,,110,3.6,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.74
1370,Alki,1/31/24,Wednesday,16:18:00, slack,0,,,HARBOR ISLAND WEST,PUG1730,,,47.5887069,-122.3800092,0.74
1371,Alki,1/31/24,Wednesday,20:43:00,High,,255,8.36,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.74
1372,Alki,1/31/24,Wednesday,20:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1731,,,47.5887069,-122.3800092,0.74
1407,Alki,2/1/24,Thursday,1:12:00, ebb,-0.2,,,HARBOR ISLAND WEST,PUG1732,,,47.5887069,-122.3800092,0.66
1408,Alki,2/1/24,Thursday,2:11:00,Low,,134,4.38,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.66
1409,Alki,2/1/24,Thursday,3:36:00, slack,0,,,HARBOR ISLAND WEST,PUG1733,,,47.5887069,-122.3800092,0.66
1410,Alki,2/1/24,Thursday,5:30:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1734,,,47.5887069,-122.3800092,0.66
1411,Alki,2/1/24,Thursday,8:50:00,High,,352,11.56,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.66
1412,Alki,2/1/24,Thursday,9:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1735,,,47.5887069,-122.3800092,0.66
1413,Alki,2/1/24,Thursday,13:54:00, ebb,-0.4,,,HARBOR ISLAND WEST,PUG1736,,,47.5887069,-122.3800092,0.66
1414,Alki,2/1/24,Thursday,15:42:00,Low,,86,2.82,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.66
1415,Alki,2/1/24,Thursday,18:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1737,,,47.5887069,-122.3800092,0.66
1416,Alki,2/1/24,Thursday,21:56:00,High,,250,8.19,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.66
1417,Alki,2/1/24,Thursday,22:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1738,,,47.5887069,-122.3800092,0.66
1452,Alki,2/2/24,Friday,2:00:00, ebb,-0.1,,,HARBOR ISLAND WEST,PUG1739,,,47.5887069,-122.3800092,0.56
1453,Alki,2/2/24,Friday,2:48:00,Low,,181,5.95,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.56
1454,Alki,2/2/24,Friday,3:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1740,,,47.5887069,-122.3800092,0.56
1455,Alki,2/2/24,Friday,5:36:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1741,,,47.5887069,-122.3800092,0.56
1456,Alki,2/2/24,Friday,9:19:00,High,,342,11.21,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.56
1457,Alki,2/2/24,Friday,9:30:00, slack,0,,,HARBOR ISLAND WEST,PUG1742,,,47.5887069,-122.3800092,0.56
1458,Alki,2/2/24,Friday,14:48:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG1743,,,47.5887069,-122.3800092,0.56
1459,Alki,2/2/24,Friday,16:31:00,Low,,63,2.06,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.56
1460,Alki,2/2/24,Friday,19:06:00, slack,0,,,HARBOR ISLAND WEST,PUG1744,,,47.5887069,-122.3800092,0.56
1461,Alki,2/2/24,Friday,21:18:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1745,,,47.5887069,-122.3800092,0.56
1462,Alki,2/2/24,Friday,23:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1746,,,47.5887069,-122.3800092,0.56
1463,Alki,2/2/24,Friday,23:30:00,High,,255,8.36,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.56
1496,Alki,2/3/24,Saturday,3:35:00,Low,,227,7.45,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
1497,Alki,2/3/24,Saturday,4:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1747,,,47.5887069,-122.3800092,0.47
1498,Alki,2/3/24,Saturday,6:12:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1748,,,47.5887069,-122.3800092,0.47
1499,Alki,2/3/24,Saturday,9:52:00,High,,331,10.85,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
1500,Alki,2/3/24,Saturday,10:00:00, slack,0,,,HARBOR ISLAND WEST,PUG1749,,,47.5887069,-122.3800092,0.47
1501,Alki,2/3/24,Saturday,15:48:00, ebb,-0.5,,,HARBOR ISLAND WEST,PUG1750,,,47.5887069,-122.3800092,0.47
1502,Alki,2/3/24,Saturday,17:24:00,Low,,39,1.29,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.47
1503,Alki,2/3/24,Saturday,19:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1751,,,47.5887069,-122.3800092,0.47
1504,Alki,2/3/24,Saturday,21:48:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1752,,,47.5887069,-122.3800092,0.47
1534,Alki,2/4/24,Sunday,0:42:00, slack,0,,,HARBOR ISLAND WEST,PUG1753,,,47.5887069,-122.3800092,0.36
1535,Alki,2/4/24,Sunday,1:45:00,High,,276,9.06,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.36
1536,Alki,2/4/24,Sunday,4:58:00,Low,,265,8.69,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.36
1537,Alki,2/4/24,Sunday,5:12:00, slack,0,,,HARBOR ISLAND WEST,PUG1754,,,47.5887069,-122.3800092,0.36
1538,Alki,2/4/24,Sunday,6:54:00, flood,0.1,,,HARBOR ISLAND WEST,PUG1755,,,47.5887069,-122.3800092,0.36
1539,Alki,2/4/24,Sunday,10:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1756,,,47.5887069,-122.3800092,0.36
1540,Alki,2/4/24,Sunday,10:32:00,High,,321,10.54,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.36
1541,Alki,2/4/24,Sunday,16:42:00, ebb,-0.6,,,HARBOR ISLAND WEST,PUG1757,,,47.5887069,-122.3800092,0.36
1542,Alki,2/4/24,Sunday,18:21:00,Low,,14,0.46,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.36
1543,Alki,2/4/24,Sunday,20:24:00, slack,0,,,HARBOR ISLAND WEST,PUG1758,,,47.5887069,-122.3800092,0.36
1544,Alki,2/4/24,Sunday,22:30:00, flood,0.2,,,HARBOR ISLAND WEST,PUG1759,,,47.5887069,-122.3800092,0.36
1576,Alki,2/5/24,Monday,1:54:00, slack,0,,,HARBOR ISLAND WEST,PUG1760,,,47.5887069,-122.3800092,0.27
1577,Alki,2/5/24,Monday,3:12:00,High,,307,10.07,,,LOCKHEED SHIPYARD,9447110,47.5887069,-122.3800092,0.27
